Content,Tweet,text,compound,polarity
,"['bukti', 'kasih', 'video', 'jalas', 'napa', 'nlok', 'goblokcuma', 'potong', 'relatif', '0', 'kau', 'pakai', 'banget', 'banci', 'ganjabenebenet', 'tololll', 'parah']",bukti kasih video jalas napa nlok goblokcuma potong relatif 0 kau pakai banget banci ganjabenebenet tololll parah,-15,negative
,"['harga', 'perempuan', 'nu', 'tinggi', 'bu', 'yenny', 'wahid', 'bu', 'khofifah', 'tolak', 'tawar', 'posisi', 'cawapres', 'mari', 'pihak', 'langkah', '2', 'perempuan', 'mana', 'beliau', 'pihak', 'kubu', 'ganjar', 'pranowo']",harga perempuan nu tinggi bu yenny wahid bu khofifah tolak tawar posisi cawapres mari pihak langkah 2 perempuan mana beliau pihak kubu ganjar pranowo,-1,negative
,"['itu', 'pake', 'pilih', 'ganjar', 'laen', 'kagak']",itu pake pilih ganjar laen kagak,-5,negative
,"['sahabat', 'jalancantik', 'jatenggayeng', 'kerja', 'kepras', 'urug', 'bahu', 'jalan', 'pelihara', 'rutin', 'jalan', 'jembatan', 'ruas', 'jalan', 'balai', 'kelola', 'jalan', 'wilayah', 'magelang']",sahabat jalancantik jatenggayeng kerja kepras urug bahu jalan pelihara rutin jalan jembatan ruas jalan balai kelola jalan wilayah magelang,-2,negative
,"['tanda', '2', 'alam', 'bicara', 'lawan', 'menang', 'sempat', 'anti', 'omah', 'putih', 'djokja', 'wapres', 'wallahu', 'alam']",tanda 2 alam bicara lawan menang sempat anti omah putih djokja wapres wallahu alam,-10,negative
,"['aamiin', 'mr', 'presiden']",aamiin mr presiden,5,positive
,"['sahabat', 'jalancantik', 'jatenggayeng', 'kerja', 'normalisasi', 'salur', 'pelihara', 'rutin', 'jalan', 'jembatan', 'ruas', 'jalan', 'balai', 'kelola', 'jalan', 'wilayah', 'magelang']",sahabat jalancantik jatenggayeng kerja normalisasi salur pelihara rutin jalan jembatan ruas jalan balai kelola jalan wilayah magelang,-2,negative
,"['jd', 'king', 'maker', 'hrs', 'menang', 'lawan', 'org', 'kl', 'kalah', 'mk', 'jkw', 'kalah', 'jkw', 'hrs', 'solid', 'dkng', 'sdh', 'solid', 'tinggal', 'jkw', 'endose', '2', 'wo', 'lg', 'kl', 'gabung', 'gp', 'wo', 'lbh', 'sy', 'dkng', 'tp', 'kl', 'balik', 'sy', 'anak', '2', 'golput']",jd king maker hrs menang lawan org kl kalah mk jkw kalah jkw hrs solid dkng sdh solid tinggal jkw endose 2 wo lg kl gabung gp wo lbh sy dkng tp kl balik sy anak 2 golput,-25,negative
,"['capresnya', 'cak', 'gatot', 'gagal', 'total', 'sbg', 'dukung', 'gp', 'kt', 'syukur', 'suara', 'gusdurian', 'bulat']",capresnya cak gatot gagal total sbg dukung gp kt syukur suara gusdurian bulat,3,positive
,"['kirain', 'pilih', 'novel', 'bamukmin', 'tau', 'pilih', 'cak', 'imin']",kirain pilih novel bamukmin tau pilih cak imin,-6,negative
,"['pimimpin', 'sungguh', 'sungguh', 'peduli', 'rakyat', 'ganjapranowo', 'yes']",pimimpin sungguh sungguh peduli rakyat ganjapranowo yes,12,positive
,"['sahabat', 'jalancantik', 'jatenggayeng', 'kerja', 'bersih', 'jembatan', 'pelihara', 'rutin', 'jalan', 'jembatan', 'ruas', 'jalan', 'balai', 'kelola', 'jalan', 'wilayah', 'magelang']",sahabat jalancantik jatenggayeng kerja bersih jembatan pelihara rutin jalan jembatan ruas jalan balai kelola jalan wilayah magelang,-6,negative
,"['ini', 'kampanye', 'apaa', 'tugas', 'pokok']",ini kampanye apaa tugas pokok,2,positive
,"['politik', 'beda', 'rakyat', 'apa', 'kl', 'buzer', 'beda', 'lg', 'pagi', 'makan', 'sore', 'makan', 'tempe', 'partai', 'nyerang', 'nyanjung', 'kl', 'sy', 'konsisten', 'dkng', 'gp', 'anak', '2', 'sy', 'sy']",politik beda rakyat apa kl buzer beda lg pagi makan sore makan tempe partai nyerang nyanjung kl sy konsisten dkng gp anak 2 sy sy,-13,negative
,"['mantab', 'jokowi', 'presiden', 'baik', 'dunia']",mantab jokowi presiden baik dunia,4,positive
,"['semangat', 'gunromli', 'moga', 'juang', 'buah', 'hasil', 'timpal']",semangat gunromli moga juang buah hasil timpal,8,positive
,"['sahabat', 'jalancantik', 'jatenggayeng', 'kerja', 'potong', 'rumput', 'pelihara', 'rutin', 'jalan', 'jembatan', 'ruas', 'jalan', 'balai', 'kelola', 'jalan', 'wilayah', 'magelang']",sahabat jalancantik jatenggayeng kerja potong rumput pelihara rutin jalan jembatan ruas jalan balai kelola jalan wilayah magelang,-1,negative
,['mantab'],mantab,0,neutral
,"['wkwkwk', 'drama', 'biar', 'narik', 'simpati']",wkwkwk drama biar narik simpati,-3,negative
,"['udah', 'pensiun', 'kagun', 'tae', 'pdi', 'wkwkwk']",udah pensiun kagun tae pdi wkwkwk,-4,negative
,"['capres', 'jual', 'endorse', 'jokowi', 'nga', 'salah', 'emanng', 'sih', 'teliti', 'suka', 'bokep', 'cenderung', 'percaya']",capres jual endorse jokowi nga salah emanng sih teliti suka bokep cenderung percaya,-6,negative
,['tuju'],tuju,-1,negative
,"['jalan', 'ds', 'ngajaran', 'dk', 'kaliprak', 'jelek', 'banget', 'tahun', '2021', 'hancur', 'hancur', 'hancur', 'bantu']",jalan ds ngajaran dk kaliprak jelek banget tahun 2021 hancur hancur hancur bantu,-5,negative
,"['koalisi', 'pdip', 'ppp', 'usung', 'ganjar', 'pranowo', 'cawapresnya', 'sandiaga', 'uno', 'ppp', 'koalisi', 'pdip', 'mana', 'ppp', 'labuh', 'koalisi', 'aniesiminkarena', 'prabowo', 'berriel', 'politik']",koalisi pdip ppp usung ganjar pranowo cawapresnya sandiaga uno ppp koalisi pdip mana ppp labuh koalisi aniesiminkarena prabowo berriel politik,4,positive
,"['tunggu', 'reaksi', 'efendy', 'choiri', 'bener', 'cak', 'imin', 'damping', 'anis']",tunggu reaksi efendy choiri bener cak imin damping anis,-1,negative
,"['blm', 'orientasi', 'politik', 'warga', 'nu', 'nyeleneh', 'bilang', 'aneh', 'sepakat', 'warga', 'nu', 'dukung', 'suruh', 'pilih', 'capres', 'cawapres', 'suka', 'bilang']",blm orientasi politik warga nu nyeleneh bilang aneh sepakat warga nu dukung suruh pilih capres cawapres suka bilang,8,positive
,"['mimpi', 'orangorang', 'goblok', 'sperti', 'dukung', 'ganjar', 'survei', 'pesan']",mimpi orangorang goblok sperti dukung ganjar survei pesan,2,positive
,"['faktor', 'gusdur', 'dukung', 'gusdur', 'anggap', 'cak', 'imin', 'ambil', 'pkb', 'gusdur', 'sah', 'kalim']",faktor gusdur dukung gusdur anggap cak imin ambil pkb gusdur sah kalim,-5,negative
,"['ganjapranowo', '2', 'legislator', '2', 'gubernur', 'pecat', 'anti', 'intoleransi', 'radikalisme', 'bersih', 'langgar', 'ham', 'prestasi', 'jelang', 'umum', 'capres', 'cawapres', 'masyarakat', 'cermat', 'figur', 'rekam', 'jejak', 'calon']",ganjapranowo 2 legislator 2 gubernur pecat anti intoleransi radikalisme bersih langgar ham prestasi jelang umum capres cawapres masyarakat cermat figur rekam jejak calon,-1,negative
,"['maju', 'pasang', 'menang', 'tipis', 'nda', 'bilang', 'harap', 'dulang', 'suara', 'kaum', 'nu', 'sulit', 'ad', 'dlm', 'koalisi']",maju pasang menang tipis nda bilang harap dulang suara kaum nu sulit ad dlm koalisi,4,positive
,"['ambil', 'hikmah', 'dar', 'sp', 'nda', 'suka', 'pas', 'daftar', 'realistis', 'rapat']",ambil hikmah dar sp nda suka pas daftar realistis rapat,2,positive
,"['mas', 'bpk', 'selamat', 'berkonstentasi', 'rebut', 'hati', 'rakyat', 'raih', 'menang', 'thn', 'politik', '2024', 'cc', 'politic', 'is', 'the', 'arts', 'of', 'possible', 'an', 'idiot', 'is', 'not', 'easy', 'to', 'predict', 'his', 'decision']",mas bpk selamat berkonstentasi rebut hati rakyat raih menang thn politik 2024 cc politic is the arts of possible an idiot is not easy to predict his decision,-2,negative
,"['proyek', 'citra', 'koq', 'sanjung', '2', 'banyak', 'krn', 'nyapres']",proyek citra koq sanjung 2 banyak krn nyapres,4,positive
,"['ganjar', 'gaya', 'pimpin', 'jokowi']",ganjar gaya pimpin jokowi,2,positive
,"['bacapres', 'prabowo', 'subianto', 'ganjar', 'pranowo', 'identik', 'citra', 'presiden', 'joko', 'widodo', 'jokowi', 'prabowosubianto', 'ganjarpranowo', 'bacapres', 'jokowi', 'citra', 'nalarpolitik', 'pinterpolitik']",bacapres prabowo subianto ganjar pranowo identik citra presiden joko widodo jokowi prabowosubianto ganjarpranowo bacapres jokowi citra nalarpolitik pinterpolitik,9,positive
,"['ganjar', 'is', 'the', 'best']",ganjar is the best,2,positive
,"['ganjar', 'pranowo', 'dgn', 'prabowo', 'pororo', 'wkwkwkkwk', 'si', 'mbah', 'menang', 'si', 'pororo']",ganjar pranowo dgn prabowo pororo wkwkwkkwk si mbah menang si pororo,1,positive
,"['genjer', 'pranowo', 'ora', 'mutu', 'blas', 'pilih', 'gp', 'calon', 'pimpin', 'indonesia', 'lainyg', 'dr', 'gp']",genjer pranowo ora mutu blas pilih gp calon pimpin indonesia lainyg dr gp,-3,negative
,"['pk', 'sekolah', 'bilng', 'gratis', 'tpi', 'bangun', 'tetep', 'wali', 'murid', 'klas', 'sd', 'negri', 'loh', 'aga', 'aneh']",pk sekolah bilng gratis tpi bangun tetep wali murid klas sd negri loh aga aneh,10,positive
,['partai'],partai,0,neutral
,"['sampeyan', 'inget', 'sich', 'keburu', 'tahu']",sampeyan inget sich keburu tahu,-3,negative
,"['jokowi', 'palu', 'kait', 'ganjar', 'jokowi', 'turba', 'mikir', 'rakyat', 'ganjar', 'kerja', 'lari', 'nonton', 'bokep', 'nol', 'prestasi', 'kasihan', 'banget', 'loe', 'pura', '2', 'bahagia', 'sdh', 'tau', 'jokowi', 'dukung', 'prabowo', 'mending', 'jujur', 'aja', 'bual', 'malu']",jokowi palu kait ganjar jokowi turba mikir rakyat ganjar kerja lari nonton bokep nol prestasi kasihan banget loe pura 2 bahagia sdh tau jokowi dukung prabowo mending jujur aja bual malu,-2,negative
,"['duit', 'baznas', 'untuk', 'rakyat', 'pandang', 'partai']",duit baznas untuk rakyat pandang partai,1,positive
,"['wakil', 'masalah']",wakil masalah,-4,negative
,"['rakyat', 'kadrun', 'gerombol', 'kilafer', 'seti', 'pancasila', 'plintat', 'plintut', 'kek', 'kentut']",rakyat kadrun gerombol kilafer seti pancasila plintat plintut kek kentut,-6,negative
,['uban'],uban,0,neutral
,"['ganjar', 'pranowo', 'laku', 'reformasi', 'korupsi', 'birokrasi', 'ribet', 'ganggu', 'tumbuh', 'indonesia', 'ganjarpranowo', 'ganjar', 'ganjarforpresident', '2024', 'ganjarmenangtotal', 'ganjarpranowori', '1', 'ganjarpranowoforpresident', '2024']",ganjar pranowo laku reformasi korupsi birokrasi ribet ganggu tumbuh indonesia ganjarpranowo ganjar ganjarforpresident 2024 ganjarmenangtotal ganjarpranowori 1 ganjarpranowoforpresident 2024,-8,negative
,"['1000', 'jenderal', 'purnawirawan', 'tnipolri', 'dekalarasi', 'dukung', 'ganjar', 'pranowo', 'ganjarpranowo', 'ganjar', 'ganjarforpresident', '2024', 'ganjarmenangtotal', 'ganjarpranowori', '1', 'ganjarpranowoforpresident', '2024']",1000 jenderal purnawirawan tnipolri dekalarasi dukung ganjar pranowo ganjarpranowo ganjar ganjarforpresident 2024 ganjarmenangtotal ganjarpranowori 1 ganjarpranowoforpresident 2024,8,positive
,"['ganjar', 'imbau', 'kades', 'banyak', 'inovasi', 'langkah', 'entas', 'miskin', 'ganjarpranowo', 'ganjar', 'ganjarforpresident', '2024', 'ganjarmenangtotal', 'ganjarpranowori', '1', 'ganjarpranowoforpresident', '2024']",ganjar imbau kades banyak inovasi langkah entas miskin ganjarpranowo ganjar ganjarforpresident 2024 ganjarmenangtotal ganjarpranowori 1 ganjarpranowoforpresident 2024,7,positive
,"['eeitsss', 'lomba', 'nih', 'unik', 'acara', 'yoii', 'lomba', 'ganjar', 'lomba', 'si', 'mudah', 'serta', 'tuh', 'pakai', 'tiru', 'ganjar', 'pranowo', 'unik', 'banget', 'ga', 'si', 'banget', 'serta', 'seru', 'deh']",eeitsss lomba nih unik acara yoii lomba ganjar lomba si mudah serta tuh pakai tiru ganjar pranowo unik banget ga si banget serta seru deh,13,positive
,"['gubernur', 'jawa', 'tengah', 'ganjar', 'pranowo', 'ambil', 'langkah', 'indonesia', 'lanjut', 'ramah', 'lingkung', 'tekad', 'kuat', 'rancang', 'rencana', 'ambisius', 'bentuk', 'generasi', 'bangun']",gubernur jawa tengah ganjar pranowo ambil langkah indonesia lanjut ramah lingkung tekad kuat rancang rencana ambisius bentuk generasi bangun,1,positive
,"['ganjar', 'pranowo', 'presiden', '2024']",ganjar pranowo presiden 2024,5,positive
,"['bokep', 'mania']",bokep mania,-5,negative
,"['emang', 'prestasi', 'ganjar']",emang prestasi ganjar,2,positive
,"['politik', 'capres', 'cawapres', 'bancinto', 'awak', 'kawin', 'urang', 'galau', 'ubah', 'koalisi', 'parpol', 'dukung', 'belu', 'daftar', 'kpu', 'jangn', 'kawin', 'lari', 'kawin', 'paksa']",politik capres cawapres bancinto awak kawin urang galau ubah koalisi parpol dukung belu daftar kpu jangn kawin lari kawin paksa,-5,negative
,"['the', 'next', 'president']",the next president,-2,negative
,"['prestasi', 'utk', 'entas', 'miskin', 'beli', 'pesawat', 'tempur', 'prestasi']",prestasi utk entas miskin beli pesawat tempur prestasi,-9,negative
,"['milih', 'ahy', 'blunder', 'milih', 'cak', 'imin', 'cawapres', '2', 'blunder', '1', 'sekian', 'sosok', 'inisiatif', 'tambah', 'periode', 'presiden', 'harap', 'bener', 'milih', 'calon', 'wakil']",milih ahy blunder milih cak imin cawapres 2 blunder 1 sekian sosok inisiatif tambah periode presiden harap bener milih calon wakil,2,positive
,"['khianat', 'jalan', 'tuhan', 'wujud', 'mimpi', 'pasang', 'wujud', 'amp', 'menang', 'milu', 'diri', 'presiden', 'ri', '5', '6', 'amp', '7', 'gajayana']",khianat jalan tuhan wujud mimpi pasang wujud amp menang milu diri presiden ri 5 6 amp 7 gajayana,10,positive
,"['smk', 'negeri', 'jateng', 'smk', 'negeri', 'semarang']",smk negeri jateng smk negeri semarang,0,neutral
,"['satu', 'presiden', 'dunia', 'kerja', 'jalan', 'trus', 'sembako', 'pas', 'panggil', 'lurah']",satu presiden dunia kerja jalan trus sembako pas panggil lurah,8,positive
,"['ganjar', 'pranowo', 'hadir', 'isi', 'acara', 'talk', 'show', 'road', 'to', 'ideafest', '2023', 'lead', 'talk', 'ballroom', 'djakarta', 'theater', 'jalan', 'thamrin', 'kebon', 'sirih', 'menteng', 'jakarta', 'pusat', 'kamis', '3182023', 'malam', 'ganjar', 'kena', 'baju', 'kemeja', 'lengan', 'warna', 'putih', 'celana', 'hitam']",ganjar pranowo hadir isi acara talk show road to ideafest 2023 lead talk ballroom djakarta theater jalan thamrin kebon sirih menteng jakarta pusat kamis 3182023 malam ganjar kena baju kemeja lengan warna putih celana hitam,-5,negative
,"['prabowo', 'calon', 'presiden', 'rekomendasi', 'presiden', 'ganjar', 'pranowo', 'calon', 'presiden', 'pilih', 'presiden', 'anies', 'baswedan', 'calon', 'presiden', 'pilih', 'rakyat', 'pilih', 'calon', 'presiden', 'rekomendasi', 'pilih', 'presiden', 'nnahh', 'ayo']",prabowo calon presiden rekomendasi presiden ganjar pranowo calon presiden pilih presiden anies baswedan calon presiden pilih rakyat pilih calon presiden rekomendasi pilih presiden nnahh ayo,19,positive
,"['ganjar', 'pranowo']",ganjar pranowo,2,positive
,"['urut', 'nomor', 'wahid', 'jumawa', 'besar', 'hati', 'usaha', 'tawakal', 'raih', 'menang', 'saing', 'dinamika', 'trus']",urut nomor wahid jumawa besar hati usaha tawakal raih menang saing dinamika trus,6,positive
,"['bacabuka', 'hati', 'tk', 'mudah', 'bodoh', 'suka', 'fitnah', 'flying', 'fictim', 'sj', 'anak', 'turun', 'pki', 'kadrunbetul']",bacabuka hati tk mudah bodoh suka fitnah flying fictim sj anak turun pki kadrunbetul,-5,negative
,"['jatim', 'aspal', 'jelek', 'jelek']",jatim aspal jelek jelek,-10,negative
,"['malam', 'faham', 'bogor', 'macet', 'macet']",malam faham bogor macet macet,-1,negative
,"['sih', 'ikut', 'arah', 'pkde', 'aja', 'dah', 'alasannyarambutnya', 'putihjidatnya', 'kerut', 'klu', 'prestasi', 'gk', 'sebutinsaking', 'banyak', 'jatengselaludihati']",sih ikut arah pkde aja dah alasannyarambutnya putihjidatnya kerut klu prestasi gk sebutinsaking banyak jatengselaludihati,-10,negative
,"['kawan', 'aja', 'dikhianatin', 'rakyat', 'wan', 'anus']",kawan aja dikhianatin rakyat wan anus,-3,negative
,['alhamdulillah'],alhamdulillah,5,positive
,"['kah', 'karakter', 'jungjungan', 'mu', 'pa', 'anies', 'cb', 'ahy', 'demokrat', 'alhamdulillah', 'allah', 'tunjuk', 'bhw', 'kadrun', 'amp', 'pimpin', '2', 'munafikin']",kah karakter jungjungan mu pa anies cb ahy demokrat alhamdulillah allah tunjuk bhw kadrun amp pimpin 2 munafikin,5,positive
,"['beda', 'ganjar', 'pranowo', 'prabowo', 'subianto', 'amp', 'wan', 'anus', 'kuasa', 'bubar', 'cawapres', 'surya', 'paloh', 'nasdem', 'demokrat', 'pkb', 'ahy', 'pkb', 'green', 'party', 'zoro', 'agustus', 'grup', 'pks', 'cak', 'imin']",beda ganjar pranowo prabowo subianto amp wan anus kuasa bubar cawapres surya paloh nasdem demokrat pkb ahy pkb green party zoro agustus grup pks cak imin,-5,negative
,"['terima', 'kasih', 'moga', 'sinergitas', 'tanggulang', 'bencana', 'solid', 'tangguh', 'hohhe', 'avignamjagadsamagram']",terima kasih moga sinergitas tanggulang bencana solid tangguh hohhe avignamjagadsamagram,4,positive
,"['ganjar', 'pranowo', 'presiden', '2024']",ganjar pranowo presiden 2024,5,positive
,"['ganjar', 'pranowo', 'presiden', '2024', 'bubar', 'koalisi', 'ubah', 'tinggal', 'wan', 'bahlul']",ganjar pranowo presiden 2024 bubar koalisi ubah tinggal wan bahlul,-6,negative
,"['ganjar', 'pranowo', 'wan', 'ngibul', 'ganjar', 'pranowo', 'presiden', '2024', 'bubar', 'cawapres', 'surya', 'paloh', 'nasdem', 'demokrat', 'pkb', 'ahy', 'pkb', 'green', 'party', 'zoro', 'agustus', 'grup', 'pks', 'cak', 'imin']",ganjar pranowo wan ngibul ganjar pranowo presiden 2024 bubar cawapres surya paloh nasdem demokrat pkb ahy pkb green party zoro agustus grup pks cak imin,-1,negative
,"['ganjar', 'pranowo', 'pas', 'negeri', 'ganjar', 'pranowo', 'presiden', '2024', 'bubar', 'cawapres', 'surya', 'paloh', 'nasdem', 'demokrat', 'pkb', 'ahy', 'pkb', 'green', 'party', 'zoro', 'agustus', 'grup', 'pks', 'cak', 'imin']",ganjar pranowo pas negeri ganjar pranowo presiden 2024 bubar cawapres surya paloh nasdem demokrat pkb ahy pkb green party zoro agustus grup pks cak imin,6,positive
,"['elektabilitas', 'ganjar', 'pranowo', 'tinggi', 'wan', 'anus', 'tetap', 'bubar', 'cawapres', 'surya', 'paloh', 'nasdem', 'demokrat', 'pkb', 'ahy', 'pkb', 'green', 'party', 'zoro', 'agustus', 'grup', 'pks', 'cak', 'imin']",elektabilitas ganjar pranowo tinggi wan anus tetap bubar cawapres surya paloh nasdem demokrat pkb ahy pkb green party zoro agustus grup pks cak imin,-2,negative
,"['rakyat', 'butuh', 'sosok', 'terus', 'kerja', 'jokowi', 'ganjar', 'pranowo', 'sosok', 'bubar', 'cawapres', 'surya', 'paloh', 'nasdem', 'demokrat', 'pkb', 'ahy', 'pkb', 'green', 'party', 'zoro', 'agustus', 'grup', 'pks', 'cak', 'imin']",rakyat butuh sosok terus kerja jokowi ganjar pranowo sosok bubar cawapres surya paloh nasdem demokrat pkb ahy pkb green party zoro agustus grup pks cak imin,-5,negative
,"['pdip', 'menang', 'ganjar', 'pranowo', 'presiden', '2024', 'amin', 'bubar', 'cawapres', 'surya', 'paloh', 'nasdem', 'demokrat', 'pkb', 'ahy', 'pkb', 'green', 'party', 'zoro', 'agustus', 'grup', 'pks', 'cak', 'imin']",pdip menang ganjar pranowo presiden 2024 amin bubar cawapres surya paloh nasdem demokrat pkb ahy pkb green party zoro agustus grup pks cak imin,0,neutral
,"['dukung', 'ganjar', 'pranowo', 'pilpres', '2024', 'kuat', 'bubar', 'cawapres', 'surya', 'paloh', 'nasdem', 'demokrat', 'pkb', 'ahy', 'pkb', 'green', 'party', 'zoro', 'agustus', 'grup', 'pks', 'cak', 'imin']",dukung ganjar pranowo pilpres 2024 kuat bubar cawapres surya paloh nasdem demokrat pkb ahy pkb green party zoro agustus grup pks cak imin,1,positive
,"['brebes', 'mil', 'eluh', 'nduk', 'moga', 'pati', 'kabupaten', 'bangga', 'jawa', 'tengah', 'prestasi', 'siswa', 'siswi']",brebes mil eluh nduk moga pati kabupaten bangga jawa tengah prestasi siswa siswi,4,positive
,"['parah', 'bicara', 'kanan', 'langkah', 'kir', 'janji', 'ingkar', 'baca', 'cari', 'tau', 'komen', 'jaga', 'hati', 'rusak', 'nanah']",parah bicara kanan langkah kir janji ingkar baca cari tau komen jaga hati rusak nanah,-12,negative
,"['kau', 'dukung', 'oh', 'hahahahahaha']",kau dukung oh hahahahahaha,4,positive
,"['prestasi', '0', 'presiden', 'iq', '20', 'presiden', 'gubernur', 'aja', 'becus', 'piala', 'dunia', 'indonesia', 'batal', 'iri', 'bilang', 'bosss', 'hahahaha', 'ganjar', 'prestasi', '999', 'alias', 'prestasi', 'joget', 'nonton', 'b0kep', 'doang']",prestasi 0 presiden iq 20 presiden gubernur aja becus piala dunia indonesia batal iri bilang bosss hahahaha ganjar prestasi 999 alias prestasi joget nonton b0kep doang,-5,negative
,"['ciecie', 'bantu', 'viral', 'sampe', 'segitunya', 'cawecawenya', 'presiden', 'mandiri', 'tdk']",ciecie bantu viral sampe segitunya cawecawenya presiden mandiri tdk,-4,negative
,"['kayak', 'tau', 'hutang', 'piutang', 'negara', 'aja', 'drun']",kayak tau hutang piutang negara aja drun,-11,negative
,['presiden'],presiden,3,positive
,['2'],2,0,neutral
,"['alhamdulillah', 'demokrat', 'gabung', 'ganjar', 'pranowo', 'pks', 'gabung', 'pk', 'prabowo', 'nasdem', 'pkb', 'usung', 'capres', 'turun', 'bani', 'yaman', 'bubar', 'pilih', 'presiden', 'ri', 'nama', 'prabowo', 'lawan', 'ganjar', 'menang', 'prabowo']",alhamdulillah demokrat gabung ganjar pranowo pks gabung pk prabowo nasdem pkb usung capres turun bani yaman bubar pilih presiden ri nama prabowo lawan ganjar menang prabowo,-6,negative
